,hotel_name,hotel_type,hotel_address,hotel_area,hotel_lat,hotel_lon,hotel_price($)
425,ApartmentsStay SAKURA Tokyo Asakusa Yokozuna Hotel,Apartment,"3-chome-30 Asakusa, Taito City, Tokyo, Tokyo, 111-0032, Japan",Asakusa,35.717369,139.797808,54
426,OURS INN HANKYU,Hotel,"1-50-5 Oi, Shinagawa-ku, Tokyo, Tokyo, 140-0014, Japan",Shinagawa,35.605347,139.734593,80
427,Prostyle Ryokan Tokyo Asakusa,Hotel,"2-12-11 Hanakawado, Taito, Tokyo, Tokyo, 111-0033, Japan",Asakusa,35.714434,139.80085,125
428,APA Hotel Komagome Ekimae ,Hotel,"3-23-15, Komagome, Tokyo, Tokyo, 170-0003, Japan",Toshima,35.738483,139.745666,38
429,Akasaka Urban Hotel Annex,Hotel,"2-10-1, Akasaka, Minato, Tokyo, Tokyo, 107-0052, Japan",Akasaka,35.670987,139.741442,47
430,JR-EAST HOTEL METS KAWASAKI,Hotel,"72-2  Horikawa-cho, Saiwai-ku, Kawasaki, Kanagawa, 212-0013, Japan",Kawasaki,35.531239,139.696121,56
431,Sotetsu Fresa Inn Tokyo-Tamachi,Hotel,"3-14-21 Shibaura Minato-ku, Tokyo, Tokyo-to, 108-0023, Japan",Tamachi,35.642816,139.747783,54
432,Shiba Park Hotel,Hotel,"1-5-10 Shiba Koen, Minato-ku, Tokyo, Tokyo-to, 105-0011, Japan",Shibadaimon,35.65863,139.75253,125
433,Hotel Trusty Tokyo Bayside,Hotel,"3-1-15 Ariake, Koutou-ku, Tokyo, Tokyo-to, 135-0063, Japan",Odaiba,35.628895,139.7875,72
434,Hotel Amanek Kamata Ekimae,Hotel,"7-4-11, Nishi-Kamata, Tokyo, Tokyo, 144-0051, Japan",Kamata,35.563649,139.715632,57
435,Nishitetsu Inn Shinjuku,Hotel,"7-23-2 Nishi-shinjuku, Shinjuku-ku, Tokyo, Tokyo-to, 160-0023, Japan",Nishi-Shinjuku,35.694062,139.694121,102
436,JHotel Tokyo GEO,Hotel,"3-1-6 Nihonbashi Hongokucho, Chuo, Tokyo, Tokyo, 103-0021, Japan",Nihonbashimuromachi,35.686681,139.770482,49
437,ApartmentsStay SAKURA Tokyo Asakusa SIX,Apartment,"6-32-7 Asakusa, Tokyo, Tokyo, 111-0032, Japan",Asakusa,35.71843,139.80036,59
438,UNIZO INN Tokyo Asakusa,Hotel,"1-9-2, Asakusa, Taito, Tokyo, Tokyo-to, 111-0032, Japan",Asakusa,35.711721,139.792871,51
439,Hoshino Resorts OMO5 Tokyo Otsuka,Hotel,"2-26-1 Kitaa-Otsuka, Toshima-ku, Tokyo, Tokyo, 170-0004, Japan",Kitaotsuka,35.732843,139.729029,111
440,Tokyo Bay Ariake Washington Hotel,Hotel,"3-7-11 Ariake, Tokyo, Tokyo-to, 135-0063, Japan",Ariake,35.63252,139.79359,56
441,The Hideout Tokyo,Hotel,"Shitaya, 1-13-3, Tokyo, 110-0004, Japan",Ueno,35.72004,139.7815,55
442,RIHGA Royal Hotel Tokyo,Hotel,"1-104-19 Totsuka-machi, Shinjuku-ku, Tokyo, Tokyo-to, 169-8613, Japan",Nishiwaseda,35.71072,139.72263,139
443,The Tokyo Station Hotel,Hotel,"1-9-1 Marunouchi, Chiyoda-ku, Tokyo, Tokyo-to, 100-0005, Japan",Nihonbashi,35.682109,139.765848,389
444,Tokyu Stay Meguro-Yutenji,Hotel,"Yutenji 2-15-7, Meguro-ku, Tokyo, Tokyo-to, 153-0052, Japan",Yutenji,35.635991,139.690779,69
445,The Lively Azabujuban Tokyo,Hotel,"1-5-23, Azabujuban, Minato-ku, Tokyo, Tokyo, 1060045, Japan",Azabu-Juban,35.656679,139.733757,112
446,JR-EAST HOTEL METS TOKYO BAY SHINKIBA,Hotel,"1-6-1 Shinkiba, Koto, Tokyo, Tokyo, 136-0082, Japan",Yumenoshima,35.645086,139.827216,64
447,Roppongi Hotel S,Hotel,"1-11-6 Nishiazabu, Minato-ku, Tokyo, Tokyo-to, 106-0031, Japan",Nishiazabu,35.660145,139.724756,111
448,HOTEL NAKAYAMA,Hotel,"2-20-24 Hyakunin-cho, Shinjyuku-ku, Tokyo, Tokyo, 169-0073, Japan",Hyakunincho,35.70197,139.69794,51
449,APA HOTEL〈OCHANOMIZU‐EKIKITA〉,Hotel,"3-1-6,Yushima, Bukyo-ku, Tokyo, 113-0034, Japan",Yushima,35.702886,139.767185,38
450,Hotel Lumiere Kasai,Hotel,"5-41-20 Nakakasai Edogawa, Tokyo, Tokyo-to, 134-0083, Japan",Nakakasai,35.661042,139.872939,50
451,Grand Hyatt Tokyo,Hotel,"6-10-3 Roppongi, Minato-Ku, Tokyo, Tokyo-to, 160-0032, Japan",Nishiazabu,35.659747,139.727865,281
452,Keisei Richmond Hotel Tokyo Monzennakacho,Hotel,"2-8-9 Monzennakacho, Koto, Tokyo, Tokyo, 135-0048, Japan",Monzennakacho,35.672809,139.796651,68
453,Toyoko Inn Tokyo Shinjuku Kabukicho,Hotel,"2-20-15, Kabuki-cho Shinjuku-ku, Tokyo, Tokyo, 160-0021, Japan",Shinjuku,35.697446,139.704438,74
454,Relief Premium Haneda Airport,Hotel,"3-6 Haginaka, Ota-ku, Tokyo, Tokyo, 144-0047, Japan",Haginaka,35.55178,139.739527,58
455,The Strings by InterContinental Tokyo,Hotel,"26-32/F Shinagawa East One Tower, 2-16-1 Konan, Tokyo, Tokyo-to, 108-0000, Japan",Shinagawa,35.62783,139.74022,147
456,Act Hotel Shibuya,Hotel,"2-22-7 Ohashi, Tokyo, Tokyo, 153-0044, Japan",Ohashi,35.651882,139.686112,84
457,Royal Park Hotel Tokyo Nihonbashi,Hotel,"2-1-1 Nihonbashi-Kakigara-cho, Chuo-ku, Tokyo, Tokyo-to, 103-8520, Japan",Nihonbashi,35.68207,139.78608,175
458,RyokanPROSTYLE Ryokan Yokohama Bashamichi,Ryokan,"5-64 Tokiwa-cho, Naka-ku, Yokohama, Kanagawa, 231-0014, Japan",Yokohama,35.44698,139.635015,38
459,the b tokyo sangenjaya,Hotel,"2-17-9 Taishido, Setagaya-ku, Tokyo, Tokyo-to, 154-0004, Japan",Setagaya,35.645101,139.670488,51
460,Smile Hotel Sugamo,Hotel,"2-4-7 Sugamo, Toshima-ku, Tokyo, Tokyo-to, 170-0002, Japan",Sugamo,35.734704,139.739064,42
461,JR-EAST Hotel Mets Gotanda,Hotel,"1-26-3 Higashigotanda, Shinagawa, Tokyo, Tokyo, 141-0022, Japan",Higashigotanda,35.626185,139.724118,68
462,Tokyo City View Hotel Tabata Station,Hotel,"1-24-22 Tabata, Kita, Tokyo, Tokyo, 114-0014, Japan",Kita,35.735988,139.76269,58
463,Yaesu Terminal Hotel,Hotel,"1-5-14 Yaesu, Chuo-ku, Tokyo, Tokyo-to, 103-0028, Japan",Chuo,35.681492,139.771403,145
464,Hotel Trend Tobu Asakusa-Eki Kita,Hotel,"1-15-4, Asakusa Hanakawado, Taito-ku, Tokyo, Tokyo, 111-0033, Japan",Asakusa,35.713685,139.798191,50
465,Toyoko Inn Tokyo Shinagawa-eki Takanawa-guchi,Hotel,"4-23-2, Takanawa Minato-ku, Tokyo, Tokyo, 108-0074, Japan",Shinagawa,35.62654,139.73742,77
466,Smile Hotel Nihombashi-Mitsukoshimae,Hotel,"1-4-14 Nihonbashi Honcho, Chuo-ku, Tokyo, Tokyo-to, 103-0023, Japan",Nihonbashi,35.686063,139.77618,42
467,Tokyo Plaza Hotel,Hotel,"2-15-1, Hyakunincho, Shinjuku-ku, Tokyo, Tokyo-to, 169-0073, Japan",Hyakunincho,35.701628,139.698686,74
468,Super Hotel Premier Tokyo-eki Yaesu Chuo-guchi,Hotel,"2-2-7 Yaesu, Tokyo, Tokyo, 104-0028, Japan",Chuo,35.679297,139.769959,77
469,The Millennials Shibuya,Hotel,"1-20-13 Jinnan, Shibuya-ku, Tokyo, Tokyo, 150-0041, Japan",Shibuya,35.662315,139.699738,75
470,Keio Presso Inn Otemachi,Hotel,"4-4-1 Nihonbashi Hongokucho, Chuoku, Tokyo, Tokyo, 103-0021, Japan",Nihonbashimuromachi,35.687938,139.76966,90
471,APA Hotel Ningyocho-Eki-Kita,Hotel,"2-9-4Nihombashihoridome-cho, Chuo-ku, Tokyo, Tokyo-to, 103-0012, Japan",Nihonbashihoridomecho,35.68836,139.781503,38
472,HOTEL BUSINESS VILLA OMORI,Hotel,"3-32-7, Tokyo, Tokyo, 143-0015, Japan",Omorinishi,35.574981,139.733935,42
473,Hotel Wing International Ikebukuro,Hotel,"3-10-7 Higashi-Ikebukuro Toshima-ku, Tokyo, Tokyo-to, 170-0013, Japan",Toshima,35.732381,139.718801,44
474,Hotel Ohedo,Hotel,"2-68-5 Ikebukuro Toshima-ku, Tokyo, Tokyo-to, 171-0014, Japan",Ikebukuro,35.735296,139.709538,53
475,Shinjuku Washington Hotel Main,Hotel,"3-2-9 Nishishinjuku, Shinjuku-ku, Tokyo, Tokyo-to, 160-0023, Japan",Nishi-Shinjuku,35.68718,139.69296,116
476,Ueno Terminal Hotel,Hotel,"2-21-10 Higashi Ueno, Taito-ku, Tokyo, Tokyo-to, 110-0015, Japan",Higashiueno,35.710092,139.778582,62
477,HOTEL LiVEMAX HIGASHI-GINZA,Hotel,"2-12-1 Tsukiji, Chuo, Tokyo, Tokyo-to, 1040045, Japan",Tsukiji,35.668548,139.771427,45
478,Hills Hotel Gotanda,Hotel,"higasigotannda, 1-19-10, Tokyo, tokyo, 141-0022, Japan",Higashigotanda,35.62685,139.72595,42
479,Ikebukuro Lodging,Hotel,"3-13-3 Higashi Ikebukuro, Tokyo, Tokyo, 170-0013, Japan",Toshima,35.73176,139.71784,41
480,"Super Hotel Akihabara, Suehiro-cho",Hotel,"3-2-5, Ueno, Tokyo, Tokyo, 110-0005, Japan","Ueno, Tokyo (prefecture), Japan",35.703385,139.773268,34
481,Hilton Tokyo,Hotel,"6-6-2, Nishi-Shinjuku, Shinjuku-ku, Tokyo, Tokyo-to, 160-0023, Japan",Nishi-Shinjuku,35.69226,139.69159,215
482,Apa Hotel And Resort Tokyo Bay Makuhari,Hotel,"2-3 Hibino, Mihama-ku, Chiba, Chiba-ken, 261-0021, Japan",Chiba,35.643077,140.036985,38
483,Sumisho Hotel,Hotel,"9-14 Kobuna-cho, Nihonbashi, Chuo-ku, Tokyo, Tokyo-to, 103-0024, Japan",Nihonbashi,35.685518,139.779389,46
484,APA HOTEL <CHIBA EKIMAE>,Hotel,"1-18-5 Benten, Chiba, Chiba, 260-0045, Japan",Chiba,35.614427,140.114451,38
485,HOTEL D-WAVE Shinjuku - Adult Only,Hotel,"2-8-6,Kabukicho, Tokyo, Tokyo, 160-0021, Japan",Shinjuku,35.695142,139.705706,139
486,City Hotel N.U.T.S.,Hotel,"1 16 5 Shinjuku, Shinjuku-ku, Tokyo, Tokyo-to, 160-0022, Japan",Shinjuku,35.689795,139.710669,54
487,Daiwa Roynet Hotel Kawasaki,Hotel,"2-6-15 Isago, Kawasaki, Kanagawa-ken, 100-0005, Japan",Kawasaki,35.528611,139.699649,52
488,Hyatt Place Tokyo Bay,Hotel,"5-8-23 Akemi Urayasu, Urayasu, Chiba, 279-0014, Japan",Urayasu,35.6377,139.926,89
489,Hotel New Otani Tokyo The Main,Hotel,"4-1 Kioi-cho Chiyoda-ku, Tokyo, 102-8578, Japan",Kioi,35.679719,139.735112,279
490,α One More Heart Hotel,Hotel,"1-15-10, Shintomi, Tokyo, Tokyo, 104-0041, Japan",Chuo,35.672318,139.775119,41
491,HostelLYURO Tokyo Kiyosumi by THE SHARE HOTELS - Hostel,Hostel,"1-1-7 Kiyosumi, Koto Ward, Tokyo, 135-0024, Japan",Kiyosumi,35.681038,139.792053,35
492,MOXY Tokyo Kinshicho by Marriott,Hotel,"3-4-2 Kotobashi, Sumida-ku, Tokyo, Tokyo, 130-0022, Japan",Sumida,35.693524,139.813428,122
493,Hotel Metropolitan Tokyo Ikebukuro,Hotel,"1-6-1 Nishi-Ikebukuro, Toshima-ku, Tokyo, Tokyo-to, 171-8505, Japan",Nishiikebukuro,35.72861,139.70865,147
494,HOTEL RESOL Yokohama Sakuragicho,Hotel,"6-78 Chome Otamachi, Naka-ku, Yokohama, Kanagawa, 231-0011, Japan",Yokohama,35.449734,139.634285,55
495,Sakura Cross Hotel Ueno Okachimachi,Hotel,"2-10-12 Kojima, Tokyo, Tokyo, 111-0056, Japan",Ueno,35.705867,139.783586,66
496,Courtyard by Marriott Tokyo Ginza,Hotel,"6-14-10 Ginza, Chuo-ku, Tokyo, Tokyo-to, 104-0000, Japan",Ginza,35.6683,139.76497,220
497,HOTEL ROUTE-INN Grand TOKYO ASAKUSABASHI,Hotel,"Asakusabashi 2-29-14, Tokyo, Tokyo, 111-0053, Japan",Asakusabashi,35.69933,139.78725,84
498,The Kitano Hotel Tokyo,Hotel,"2-16-15 Hirakawa-cho, Tokyo, Tokyo, 102-0093, Japan",Hirakawacho,35.6792,139.741,185
499,Hotel Rose Garden Shinjuku,Hotel,"8-1-3 Nishi-shinjuku, Shinjuku-ku, Tokyo, Tokyo-to, 160-0023, Japan",Nishi-Shinjuku,35.69421,139.69364,81
500,Wakoshi Tobu Hotel,Hotel,"4-7 Hon-cho, Wako, Saitama, 351-0114, Japan",Wako,35.788295,139.612225,82
501,ApartmentsMIMARU TOKYO AKASAKA,Apartment,"7-9-6 Akasaka, Minato-ku, Tokyo, Tokyo, 107-0052, Japan",Akasaka,35.669841,139.733241,176
502,TWO-WAY - Adults Only,Hotel,"maruyamacho, 15-2, Tokyo, tokyo, 150-0044, Japan",Shibuya,35.6578,139.6942,51
503,Sutton Place Hotel Ueno,Hotel,"7-8-23 Ueno, Taito-ku, Tokyo, Tokyo-to, 110-0005, Japan",Ueno,35.71393,139.77924,67
504,APA Hotel Mita-Ekimae,Hotel,"4-4-8 Siba Minato-ku, Tokyo, Tokyo, 105-8563, Japan",Shiba,35.64853,139.750097,46
505,ApartmentsFlexstay Inn Higashi-Jujo,Apartment,"2-10-2, Nakajujo, Kita-ku, Tokyo, Tokyo-to, 114-0032, Japan",Nakajujo,35.762469,139.72729,31
506,Tosei Hotel Cocone Asakusa Kuramae,Hotel,"2-3-3 Komagata, Tokyo, Tokyo, 111-0043, Japan",Komagata,35.705264,139.793653,66
507,Sotetsu Fresa Inn Shinbashi-Karasumoriguchi,Hotel,"4-10-2 Shinbashi, Minato-ku, Tokyo, Tokyo-to, 105-0004, Japan",Shinbashi,35.664819,139.756013,70
508,Pearl Hotel Ryogoku,Hotel,"1-2-24 Yokoami Sumida, Tokyo, Tokyo-to, 130-0015, Japan",Sumida,35.69635,139.79175,66
509,Sakura Hotel Hatagaya,Hotel,"1-32-3 Hatagaya Shibuya-ku, Tokyo, Tokyo-to, 151-0072, Japan",Hatagaya,35.675937,139.676735,44
510,Sakura Hotel Nippori,Hotel,"Sendagi 3-43-15, Bunkyo-ku, Tokyo, 113-0022, Japan",Sendagi,35.728124,139.764207,35
511,Nishitetsu Inn Kamata,Hotel,"7-49-5 Nishikamata, Ota-ku, Tokyo, Tokyo-to, 144-0051, Japan",Kamata,35.562478,139.713156,53
512,Toyoko Inn Tokyo Kanda Akihabara,Hotel,"2-2-4,Bakuro-cho Nihombashi Chuo-ku, Tokyo, Tokyo, 103-0002, Japan",Nihonbashi,35.69517,139.783151,69
513,Sotetsu Fresa Inn Tokyo-Toyocho,Hotel,"4-4-3 Toyo Koto-ku, Tokyo, Tokyo-to, 135-0016, Japan",Koto,35.670243,139.817679,52
514,Slash Kawasaki,Hotel,"2-9-7, Isago, Kawasaki, Kanagawa, 2100006, Japan",Kawasaki,35.529064,139.701343,54
515,Conrad Tokyo,Hotel,"1-9-1 Higashi-Shinbashi, Minato-ku, Tokyo, Tokyo-to, 105-7337, Japan",Shiodome,35.66341,139.76136,281
516,Ginza International Hotel,Hotel,"8-7-13 Ginza Chuo-ku, Tokyo, Tokyo-to, 104-0061, Japan",Ginza,35.667886,139.760424,54
517,Best Western Tokyo Nishikasai Grande,Hotel,"6-19-18 Nishikasai, Edogawa-ku, Tokyo, 134-0088, Japan",Nishikasai,35.662349,139.860308,79
518,Toyoko Inn Tokyo Nihombashi,Hotel,"14-16, Nihombashi Odemma-cho Chuo-ku, Tokyo, Tokyo, 103-0011, Japan",Nihonbashi,35.691162,139.781057,69
519,OYO KAME-CiTi Ryokan Kameido,Hotel,"7-61-10 Kameido, Koto-ku, Tokyo, Tokyo, 1360071, Japan",Koto,35.694994,139.837227,42
520,HOTEL TREND ASAKUSA ANNEX,Hotel,"1-12-7, Asakusa, Tokyo, Tokyo, 111-0032, Japan",Asakusa,35.712106,139.792925,53
521,Apartmentsbmj Shinjuku Okubo,Apartment,"2-22-2 Hyakunincho Shinjuku-ku, Tokyo, 1690073, Japan",Hyakunincho,35.703638,139.697518,55
522,Comfort Hotel Tokyo Higashi Kanda,Hotel,"1-9-10 Higashi-Kanda, Tokyo, 101-0031, Japan",Higashikanda,35.694841,139.779668,63
523,Tosei Hotel Cocone Ueno Okachimachi,Hotel,"3-23-8 Ueno, Taitoku, Tokyo, Tokyo, 110-0005, Japan","Ueno, Tokyo (prefecture), Japan",35.706544,139.77298,70
524,Hotel Vista Kamata Tokyo,Hotel,"8-20-11 Nishi Kamata Ota Ku, Tokyo, Tokyo-to, 144-0051, Japan",Kamata,35.55965,139.713722,53
525,Yokohama Sakuragicho Town Hotel 24,Hotel,"1-5-1 Hanasakicho, Yokohama, Kanagawa, 231-0063, Japan",Yokohama,35.447796,139.631631,63
526,nine hours Hamamatsucho,Hotel,"1-25-10, Hamamatsucho, Minato-ku, Tokyo, Tokyo, 105-0013, Japan",Hamamatsucho,35.657397,139.755725,41
527,Toyoko Inn Tokyo Akiba Asakusabashi-eki Higashi-guchi,Hotel,"2-14-4, Yanagi-bashi, Taito-ku, Tokyo, Tokyo, 111-0052, Japan",Taito,35.699495,139.787738,70
528,Centurion Hotel Residential Akasaka,Hotel,"3-12-3 Akasaka, Minato-ku, Tokyo, Tokyo-to, 107-0052, Japan",Akasaka,35.673873,139.73802,56
529,Ginza Creston,Hotel,"8 Akashi-cho, Chuo-ku, Tokyo, Tokyo-to, 104-0044, Japan",Akashicho,35.667057,139.777961,84
530,Hotel Main Kanda Tokyo,Hotel,"3-chome-1-6 Uchikanda, Tokyo, Tokyo, 101-0047, Japan",Uchikanda,35.689215,139.769544,19
531,The Capitol Hotel Tokyu,Hotel,"2-10-3 Nagata-cho, Chiyoda-ku, Tokyo, Tokyo-to, 100-0014, Japan",Nagatacho,35.674033,139.74138,337
532,ApartmentHospo Asakusa Hayakawa Residence,Apartment,"Tokyo, Tokyo, Japan",Asakusa,35.723729,139.794722,37
533,JR-EAST HOTEL METS AKABANE,Hotel,"1-1-76 Akabane, Kita-ku, Tokyo, Tokyo, 115-0045, Japan",Akabane,35.778904,139.720866,54
534,HOTEL LiVEMAX UENO-EKIMAE,Hotel,"4-12-2 Higashiueno, Taito-ku, Tokyo, Tokyo, 110-0015, Japan",Ueno,35.713449,139.780068,70
535,New Otani Inn Yokohama Premium,Hotel,"1-1-7 Sakuragicho, Naka-Ku, Yokohama, Kanagawa, 231-0062, Japan",Yokohama,35.45285,139.62987,66
536,Hotel JAL City Kannai Yokohama,Hotel,"72 Yamashita-cho Naka-ku, Yokohama, Kanagawa-ken, 231-0023, Japan",Yokohama,35.44508,139.64426,46
537,KEIKYU EX INN HANEDA ANAMORI INARI-STATION,Hotel,"4-14-4 Haneda, Tokyo, Tokyo, 1440043, Japan",Haneda,35.549546,139.746973,57
538,Hotel Abest Meguro,Hotel,"2-26-5 Kamioosaki, Shinagawa, Tokyo, Tokyo-to, 141-0021, Japan",Tokyo,35.63387,139.714658,62
539,Tokyo Inn,Hotel,"2-31-6, Kita-magome, Ohta-ku, Tokyo, Tokyo-to, 143-0021, Japan",Ota,35.59718,139.711948,50
540,Hotel Tetora Ikebukuro,Hotel,"2-39-9, Nishiikebukuro, Toshima, Tokyo, Japan",Nishiikebukuro,35.727829,139.70798,41
541,APA Hotel TKP Keikyu Kawasaki Ekimae,Hotel,"1-1-11 Honcho, Kawasaki, Kanagawa, 210-0001, Japan",Kawasaki,35.53309,139.70216,50
542,Shin Yokohama Prince Hotel,Hotel,"3-4 Shin Yokohama, Kohoku-ku, Yokohama, Kanagawa-ken, 222-8533, Japan",Yokohama,35.51019,139.61909,62
543,Toden Hotel,Hotel,"1-15-16 Minamisenju, Tokyo, Tokyo, 116-0003, Japan",Minamisenju,35.732247,139.792038,73
544,Isezakicho Washington Hotel,Hotel,"5-53 Choja-machi, Naka-ku, Yokohama, Kanagawa-ken, 231-0033, Japan",Yokohama,35.44168,139.63271,32
545,Akasaka Urban Hotel,Hotel,"2-12-2 Akasaka, Minato-ku, Tokyo, 107-0052, Japan",Akasaka,35.671803,139.739533,53
546,Petit Grande Miyabi,Hotel,"1-chome-2-10 Ishiwara, Tokyo, Tokyo-to, 130-0011, Japan",Sumida,35.698833,139.79848,57
547,Koraku Garden Hotel,Hotel,"Koraku 1-5-3, Bunkyo, Tokyo, 112-0004, Japan",Korakuen,35.703789,139.747958,59
548,Yokohama Royal Park Hotel,Hotel,"2-2-1-3, Minatomirai, Nishi, Yokohama, 2208173, Japan",Yokohama,35.454068,139.630669,103
549,ApartmentsCOTO Tokyo Shibuya 2,Apartment,"2-9-1 Sangenjaya, Setagaya, Tokyo, 154-0024, Japan",Sangenjaya,35.641296,139.667916,63
550,Sotetsu Fresa Inn Kawasaki-Higashiguchi ,Hotel,"2-11-17 Isago Kawasaki-ku, Kawasaki, Kanagawa-ken, 210-0006, Japan",Kawasaki,35.530057,139.701977,50
551,Hotel Gracery Tamachi,Hotel,"3-8-1 Shibaura, Minato-ku, Tokyo, Tokyo-to, 108-0023, Japan",Tamachi,35.643618,139.750769,68
552,HOTEL LiVEMAX Yokohama-Kannai-Ekimae,Hotel,"2-3-5 Horaicho, Naka-ku, Yokohama, Kanagawa-ken, 231-0048, Japan",Yokohama,35.443054,139.634605,39
553,Hotel Bellclassic Tokyo,Hotel,"3-33-6 Minami-Otsuka, Toshima-ku, Tokyo, Tokyo-to, 1700005, Japan",Minamiotsuka,35.731551,139.727135,83
554,Guest houseHotel&Co. Sagami,Guest House,"4-4-18, Shinjuku, Tokyo, Tokyo, 160-0022, Japan",Shinjuku,35.688954,139.704733,35
555,Toyoko Inn Shinjuku-gyoemmae-eki 3-ban Deguchi,Hotel,"1-17-8 Shinjuku, Shinjuku-ku, Tokyo, Tokyo, 160-0022, Japan",Shinjuku,35.689456,139.711062,81
556,Tokyu Stay Monzen-Nakacho,Hotel,"Tomioka 1-23-2, Koto-ku, Tokyo, Tokyo-to, 135-0047, Japan",Koto,35.671196,139.798674,68
557,UNIZO INN Tokyo Hatchobori,Hotel,"3-20-4 Hatchobori, Chuo, Tokyo, Tokyo-To, 104-0032, Japan",Hatchobori,35.675235,139.777233,57
558,Residential Hotel B:CONTE Asakusa,Hotel,"2-4-2 Asakusa, Taito-ku, Tokyo, Tokyo-to, 111-0032, Japan",Asakusa,35.713133,139.794103,100
559,Allcomein Hotel,Hotel,"3-7-2, Taito, Taito-ku, Tokyo, Tokyo, 110-0016, Japan",Taito,35.704128,139.77857,43
560,Candeo Hotels Omiya,Hotel,"1-401-1 Sakuragi-cho, Omiya-ku, Saitama, Saitama, 330-0854, Japan",Saitama,35.903306,139.62169,84
561,Pearl Hotel Kayabachou,Hotel,"1-2-5 Shinkawa, Chuo-ku, Tokyo, Tokyo-to, 104-0033, Japan",Shinkawa,35.67886,139.78293,64
562,Hotel Nikko Tachikawa Tokyo,Hotel,"1-12-1 Nishiki-cho, Tachikawa, Tokyo, 190-0022, Japan",Tachikawa,35.696388,139.419062,72
563,Hotel OKUnoMA,Hotel,"6-40-13 Asakusa, Taito City, Tokyo, Tokyo, 111-0032, Japan",Asakusa,35.719052,139.799983,75
564,Hotel Amanek Asakusa Azumabashi Sky,Hotel,"2-16-6, Tokyo, Tokyo, 130-0001, Japan",Azumabashi,35.71034,139.80338,65
565,Hotel Lieto - Adult Only,Hotel,"Minamiotsuka 1-36-8, Toshima, Tokyo, Tokyo, 170-0005, Japan",Minamiotsuka,35.73037,139.733795,41
566,APA Hotel <Omori Ekimae>,Hotel,"1-1-4, Omorikita, Tokyo, Tokyo, 143-0016, Japan",Ota,35.589447,139.729387,38
567,Hotel Villa Fontaine Tokyo-Nihombashi Mitsukoshimae,Hotel,"1-7-6 Nihonbashi Honcho, Chuo-ku, Tokyo, Tokyo-to, 103-0023, Japan",Nihonbashi,35.686104,139.777314,64
568,HOTEL ROUTE-INN Grand TOKYO TOYOCHO,Hotel,"2-3-12, Toyo, Koto, Tokyo, Tokyo-to, 135-0016, Japan",Koto,35.668164,139.81685,67
569,Apa Hotel Tokyo Kiba,Hotel,"1-16-16 Toyo, Koto-ku, Tokyo, Tokyo-to, 135-0016, Japan",Koto,35.667164,139.810888,38
570,ApartmentsAkihabara Luxury Cityhouse,Apartment,"11-2, Kandakonyacho, Tokyo, Tokyo, 101-0035, Japan",Kanda Konyacho,35.691921,139.774468,142
571,HOTEL LiVEMAX Korakuen,Hotel,"3-1-2 Koishikawa Bunkyo-ku, Tokyo, Tokyo-to, 112-0002, Japan",Kasuga,35.710641,139.746133,23
572,ApartmentsPLAYSIS Asakusa,Apartment,"1-12-2, Higashikomagata, Tokyo, Tokyo, 130-0005, Japan",Sumida,35.706,139.799,58
573,Hotel Sun City Ikebukuro,Hotel,"1-29-1 Nishiikebukuro,Toshima-ku, Tokyo, Tokyo, 171-0021, Japan",Nishiikebukuro,35.731756,139.71123,72
574,Dormy Inn Premium Tokyo Kodenmacho Hot Spring,Hotel,"2-3, Nihonbashikodenmacho, Chuo, Tokyo, 103-0001, Japan",Nihonbashihoridomecho,35.690281,139.778024,115
575,MyStays Shin-Urayasu,Hotel,"2-1-4 Akemi, Urayasu, Chiba-ken, 279-0014, Japan",Urayasu,35.644555,139.915408,49
576,Diamond Hotel,Hotel,"1-10-3 Kojimachi, Chiyoda-ku, Tokyo, Tokyo-to, 102 0083, Japan",Kojimachi,35.685307,139.742934,64
577,ibis Styles Tokyo Bay,Hotel,"2-1-1 Hinode, Urayasu, Chiba, 2790013, Japan",Urayasu,35.648791,139.921993,58
578,Sotetsu Fresa Inn Tokyo Kyobashi,Hotel,"2-11-1 Kyobashi, Chuo-ku, Tokyo, Tokyo-to, 104-0031, Japan",Kyobashi,35.676526,139.771728,111
579,Toyoko Inn Tokyo Shinagawa Oimachi,Hotel,"1-27-3, Oi Shinagawa-ku, Tokyo, Tokyo, 140-0014, Japan",Shinagawa,35.6062,139.73162,73
580,InterContinental Yokohama Grand,Hotel,"1-1-1 Minatomirai, Nishi-Ku, Yokohama, Kanagawa-ken, 200-8522, Japan",Yokohama,35.45705,139.63627,90
581,HOTEL K5,Hotel,"Nihonbashi Kabutocho 3-5, Chuoku, Tokyo, Tokyo, 103-0026, Japan",Nihonbashikabutocho,35.682819,139.778164,169
582,Toyoko Inn Tokyo Asakusa Senzoku Tsukuba Express,Hotel,"1-15-1, Senzoku Taito-ku, Tokyo, Tokyo, 111-0031, Japan",Asakusa,35.718396,139.792628,68
583,HostelSHIMOKITA HOSTEL,Hostel,"2-17-11-Paddy Ann 4F Kitazawa, Tokyo, Tokyo, 1550031, Japan",Setagaya,35.660084,139.667152,32
584,AI HOTEL Nihonbashi,Hotel,"11-19 Tomizawa-cho Nihonbashi, Chuo-ku, Tokyo, 0006, Japan",Nihonbashi,35.68989,139.781478,74
585,Hotel Arca Torre Roppongi,Hotel,"6-1-23 Roppongi, Minato-ku, Tokyo, Tokyo-to, 106-0032, Japan",Roppongi,35.662772,139.731639,62
