,hotel_name,hotel_type,hotel_address,hotel_area,hotel_lat,hotel_lon,hotel_price($)
891,ApartmentYoyogi Apartment 1-401,Apartment,"Tokyo, Tokyo, Japan",Yoyogi,35.682055,139.698417,32
892,Hotel Okura Tokyo Bay,Hotel,"1-8 Maihama, Urayasu, Chiba, 279-8585, Japan",Maihama,35.626496,139.876215,145
893,APA Hotel Hachioji-Eki Kita,Hotel,"43-2 Teramachi, Hachioji, Tokyo, 192-0073, Japan",Hachioji,35.657,139.333827,37
894,Richmond Hotel Yokohama Bashamichi,Hotel,"5-59 Sumiyoshi-cho, Naka-ku, Yokohama, Kanagawa-ken, 231-0013, Japan",Yokohama,35.447441,139.635463,59
895,Hotel Gran Villa,Hotel,"1-27-11 Sugamo, Tokyo, Tokyo, 170-0002, Japan",Sugamo,35.732271,139.738646,52
896,Laguna Suite Hotel & Wedding Shin-Yokohama,Hotel,"2-6-6, Shin-Yokohama, Kohoku-ku, Yokohama, Kanagawa-ken, 222-0033, Japan",Yokohama,35.50861,139.613871,61
897,COCO STAY NISHIKAWAGUCHI EKIMAE,Hotel,"1-9-7 Nishikawaguchi, Kawaguchi, Saitama, 332-0021, Japan",Kawaguchi,35.815604,139.702656,40
898,IKIDANE Residential Hotel Higashiikebukuro,Hotel,"2-2-15 Hiagshi Ikebukuro, Toshima, Tokyo, Tokyo, 170-0013, Japan",Higashiikebukuro,35.729577,139.724621,41
899,Hotel GOMAX - Adults Only,Hotel,"1 Chome-7 Sueyoshicho, Naka Ward, Yokohama, Kanagawa, 231-0055, Japan",Yokohama,35.442803,139.628002,65
900,Hotel Kizankan,Hotel,"4-37-20 Hongo, Bunkyo, Tokyo, Tokyo-to, 113-0033, Japan",Hongo,35.707773,139.759789,57
901,Hotel Mid In Meguro-Ekimae,Hotel,"1-2-19 Shimomeguro, Meguro, Tokyo, 153-0064, Japan",Shimomeguro,35.634162,139.713428,93
902,HostelOak Hotel Edo - Hostel,Hostel,"2-17-7, Morishita, Koto, Tokyo, Japan",Morishita,35.687968,139.79888,43
903,Hotel LiVEMAX Machida-Ekimae,Hotel,"1-22-7 Morino, Machida, Tokyo, 194-0022, Japan",Machida,35.545008,139.442782,44
904,ApartmentTOKYO Condominiun HOTEL ASAKUSA EIGHT,Apartment,"Tokyo, Tokyo, Japan",Ueno,35.708792,139.784955,83
905,YMCA Asia Youth Center,Hotel,"2-5-5 Sarugaku-cho, Chiyoda-ku, Tokyo, Tokyo-to, 101-0064, Japan",Kanda-Sarugakucho,35.699902,139.758356,70
906,Intercontinental Yokohama Pier 8,Hotel,"2-14-1 Naka-ku, Shinko, Yokohama, Kanagawa, 231-0001, Japan",Yokohama,35.455606,139.641846,272
907,HOTEL CHANGTEE TOKYO,Hotel,"2-32-4 Ikebukuro, Toshima, Tokyo, Tokyo-to, 171-0014, Japan",Ikebukuro,35.733781,139.706148,46
908,ApartmentCasa Magnolia Apartment ,Apartment,"Tokyo, Tokyo, Japan",Kamitakada,35.711108,139.680474,35
909,TokyoGuest Nihombashi,Hotel,"4-9 Nihonbashikobunacho, Chuo, Marukou Nihonbashi Mitsukoshimae Bldg., Tokyo, Toyko, 1030024, Japan",Nihonbashihoridomecho,35.6879,139.777251,47
910,ApartmentHappy Train Oasis Room,Apartment,"Tokyo, Tokyo, Japan",Sendagaya,35.682363,139.703892,30
911,Kangaroo Hotel,Hotel,"1-21-11 Nihonzutsumi Taito-ku, Tokyo, Tokyo, 111-0021, Japan",Asakusa,35.72649,139.799919,30
912,Hotel Cerezo,Hotel,"2-6-1, Negishi, Taito, Tokyo, Tokyo, 110-0003, Japan",Taito,35.7245,139.776,65
913,ApartmentsCOCO SHUKU ASAKUSA KURAMAE,Apartment,"4-3-5 Kuramae, Taito-ku, Tokyo, Tokyo, 111-0051, Japan",Kuramae,35.702284,139.788126,92
914,ApartmentsSakura Cross Hotel Shinjuku East,Apartment,"7-11-3 Shinjuku, Tokyo, Tokyo, 160-0022, Japan",Shinjuku,35.69799,139.71229,127
915,Shinjuku Urban Hotel,Hotel,"2-8-12 Kabukicho, Shinjuku-ku, Tokyo, Tokyo, 160-0021, Japan",Shinjuku,35.694984,139.706047,109
916,Hotel Century,Hotel,"9-8 Sakaecho, Chuoku, Chiba, Chiba, 260-0016, Japan",Chiba,35.613656,140.121512,55
917,HANEDA INN,Hotel,"3-12-8 Higashi-Soya, Ota-ku, Tokyo, Tokyo, 144-0033, Japan",Ota,35.552291,139.743887,84
918,Hotel Double Funabashi,Hotel,"4-17-2 Miyamoto, Funabashi, Chiba, 273-0003, Japan",Funabashi,35.691454,139.994313,60
919,Start One Home Torigoe 205,Hotel,"1-20-9 Torigoe, Taito, Tokyo, Tokyo, 111-0054, Japan",Taito,35.703032,139.782389,23
920,Start One Home Torigoe 201,Hotel,"1-20-9 Torigoe, Taito-ku, Tokyo, Tokyo, 111-0054, Japan",Taito,35.703026,139.782353,23
921,Mandarin Oriental Tokyo,Hotel,"2-1-1 Nihonbashi Muromachi, Tokyo, Tokyo-to, 103-8328, Japan",Nihonbashimuromachi,35.68742,139.773037,543
922,THE GRANDEUR HOTEL,Hotel,"16-1 Nisshincho, Kawasaki, Kanagawa, 210-0024, Japan",Kawasaki,35.525954,139.695144,44
923,Asahi group Tokyo Shinjyuku Tei Hotel,Hotel,"4-18-6 Nishishinjuku, Tokyo, Tokyo, 160-0023, Japan",Nishi-Shinjuku,35.688572,139.687369,61
924,Toyoko Inn Tokyo Uguisudani Ekimae,Hotel,"1-2-17, Negishi Taito-ku, Tokyo, Tokyo, 110-0003, Japan",Ueno,35.721566,139.780292,74
925,Shin Yokohama Kokusai Hotel,Hotel,"3-18-1, Shin-yokohama, Kohoku-ku, Yokohama, Kanagawa-ken, 222-0033, Japan",Yokohama,35.509891,139.616446,61
926,R's FOREST INN,Hotel,"11-2 Ogawacho, Kawasaki, Kanagawa-ken, 210-0023, Japan",Kawasaki,35.527053,139.697407,45
927,Sakura Cross Hotel Tokyo Kayabacho,Hotel,"1-14-13 Shinkawa, Tokyo, Tokyo, 104-0033, Japan",Shinkawa,35.676666,139.782668,215
928,Daiwa Roynet Hotel Yokohama-Koen,Hotel,"204-1 Yamashita-cho, Naka-ku, Yokohama, Kanagawa-ken, 231-0023, Japan",Yokohama,35.443652,139.64183,64
929,Hotel Yamayuri,Hotel,"2-19-5 Higashi-Ueno, Taito, Tokyo, Tokyo-to, 110-0015, Japan",Higashiueno,35.710351,139.77754,54
930,Hotel Resol Machida,Hotel,"1-12-15 Morino, Machida, Tokyo, 194-0022, Japan",Machida,35.544563,139.442646,41
931,Toyoko Inn Chofu Keio-sen Fuda-eki,Hotel,"2-11-1 Fuda, Chofu, Tokyo, 182-0024, Japan",Chofu,35.652867,139.551538,70
932,Start One Home Senzoku E,Hotel,"2-4-8 Senzoku, Taito, Tokyo, Tokyo, 111-0031, Japan",Ueno,35.719549,139.789854,23
933,Start One Home Senzoku B,Hotel,"2-4-8 Senzoku, Tokyo, Tokyo, 111-0031, Japan",Ueno,35.719549,139.789854,23
934,Start One Home Senzoku D,Hotel,"2-4-8 Senzoku, Tokyo, Tokyo, 111-0031, Japan",Ueno,35.719549,139.789854,23
935,HostelHIDEAWAY - Hostel,Hostel,"2-chome-14-8 Minamisenju, Tokyo, Tokyo-to, 116-0003, Japan",Minamisenju,35.729434,139.795423,36
936,Hotel Times - Adults Only,Hotel,"1-2-10 Nishi, Ikebukuro, Toshima, Tokyo, 171-0021, Japan",Nishiikebukuro,35.727679,139.709572,111
937,ApartmentJR Komagome Apartment 1-1,Apartment,"Tokyo, Tokyo, Japan",Toshima,35.73906,139.747632,38
938,Hotel the Manhattan,Hotel,"2-10-1 Hibino, Mihama-ku, Chiba, Chiba, 261-0021, Japan",Chiba,35.644908,140.041275,116
939,ApartmentJR Komagome Apartment 4-2,Apartment,"Tokyo, Tokyo, Japan",Toshima,35.73906,139.747632,38
940,hotel koe tokyo,Hotel,"3-7 Udagawacho, Shibuya, Tokyo, Tokyo, 150-0042, Japan",Udagawacho,35.662533,139.699219,330
941,ApartmentsMIMARU TOKYO SHINJUKU WEST,Apartment,"3-3-11 Nishishinjuku, Shinjuku-ku, Tokyo, Tokyo, 160-0023, Japan",Shinjuku,35.685865,139.693038,196
942,Hilltop Hotel,Hotel,"1-1 Surugadai Kanda Chiyoda-ku, Tokyo, Tokyo-to, 101-0062, Japan",Kanda Surugadai,35.6981,139.7614,230
943,Guest houseUhome Suite Kizuna Ikebukuro,Guest House,"2-63-12, Ikebukuro, Tokyo, Tokyo, 170-0014, Japan",Ikebukuro,35.735037,139.711048,144
944,Start One Home Senzoku F,Hotel,"2-4-8 Senzoku, Tokyo, Tokyo, 111-0031, Japan",Ueno,35.719549,139.789854,23
945,Toyoko Inn Tokyo Haneda Kuko No.1,Hotel,"1-2-1, Haneda Ota-ku, Tokyo, Tokyo, 144-0043, Japan",Haneda,35.551911,139.741888,74
946,Toyoko Inn Tokyo Seibu Ikebukuro-sen Higashi-kurume-eki Nishi-guchi,Hotel,"1-4-8, Honcho, Higashikurume-city, Higashikurume, Tokyo, 203-0053, Japan",Higashikurume,35.759623,139.53358,69
947,HOTEL PERRIER Adult Only,Hotel,"2-7-12 Kabuki-cho, Shinjuku-ku, Tokyo, Tokyo, 160-0021, Japan",Shinjuku,35.695675,139.706149,109
948,Toyoko Inn Tokyo Tachikawa-eki Kita-guchi,Hotel,"1-13-14, Akebono-cho, Tachikawa, Tokyo, 190-0012, Japan",Tachikawa,35.698942,139.409555,69
949,Guest houseLcHotel&Stay 2A,Guest House,"5-chome-24-9, Yotsugi, Katsushika, Tokyo, Tokyo, 124-0011, Japan",Katsushika,35.744887,139.841134,83
950,ApartmentsOYO Ryokan SAKURA GARDEN Asakusa-Bashi,Apartment,"3-5-11 Higashikanda Chiyoda, Tokyo, Tokyo, 101-0031, Japan",Iriya,35.718891,139.789003,68
951,Toyoko Inn Tokyo Tozai-sen Nishi-kasai,Hotel,"5-11-12, Nishi-kasai Edogawa-ku, Tokyo, Tokyo, 134-0088, Japan",Nishikasai,35.66443,139.861931,65
952,ApartmentUeno TS Shinobazu Hotel 2A ,Apartment,"Tokyo, Tokyo, Japan","Ueno, Tokyo (prefecture), Japan",35.70924,139.771155,22
953,HOTEL GAJOEN TOKYO,Hotel,"1-8-1 Shimo Meguro, Meguro-ku, Tokyo, 153-0064, Japan",Shimomeguro,35.63264,139.713241,383
954,HOTEL LiVEMAX HACHIOJI-EKIMAE,Hotel,"1-14-20 Koyasu Cho, Hachioji, Tokyo, 192-0904, Japan",Hachioji,35.652599,139.335168,39
955,nine hours Akasaka,,"4-3-14 Akasaka, Minato-ku, Tokyo, Tokyo, 107-0052, Japan",Akasaka,35.673835,139.735172,37
956,Fraser Suites Akasaka Tokyo,Hotel,"5-2-33 Akasaka, Tokyo, Tokyo, 107-0052, Japan",Akasaka,35.672358,139.732676,207
957,Toyoko Inn Saitama Shintoshin,Hotel,"4-262-1, Kishiki-cho Omiya-ku, Saitama, Saitama, 330-0843, Japan",Saitama,35.896539,139.632331,68
958,Hotel Tateshina,Hotel,"5-8-6 Shinjuku, Shinjuku-ku, Tokyo, Tokyo-to, 160-0022, Japan",Shinjuku,35.692308,139.708894,81
959,Artist Hotel BnA STUDIO Akihabara,Hotel,"6-3-3 Sotokanda, Tokyo, 1010021, Japan",Chiyoda,35.70324,139.76918,179
960,ApartmentsTSUBAME HOTEL Asakusabashi,Apartment,"2-chome-13-1 Yanagibashi, Tokyo, Tokyo-to, 111-0052, Japan",Yanagibashi,35.698655,139.788459,68
961,ApartmentsFlexstay Inn Shin-Urayasu,Apartment,"4-1-29, Imagawa, Urayasu, Chiba-ken, 279-0022, Japan",Maihama,35.642401,139.904092,41
962,ApartmentLions Mansion Dogenzaka 207,Apartment,"Tokyo, Tokyo, Japan",Dogenzaka,35.659072,139.696371,38
963,ApartmentsONE Minowa,Apartment,"NihonZutsumi 2-15-4, Tokyo, Tokyo, 111-0021, Japan",Asakusa,35.726311,139.795847,60
964,Hotel Lumiere Grande Nagareyama-Otakanomori,Hotel,"1-2-2 Ootakanomori Kita, Nagareyama, Chiba, 270-0114, Japan",Nagareyama,35.872418,139.925369,77
965,KKR Hotel Tokyo,Hotel,"1-4-1 Otemachi, Chiyoda-Ku, Tokyo, Tokyo-to, 100-0004, Japan",Chiyoda,35.691001,139.760242,168
966,Hotel SUNTARGAS UENO,Hotel,"2-19-3 Higashiueno, Tokyo, Tokyo, 110-0015, Japan",Higashiueno,35.71002,139.77745,75
967,CHOFU URBAN HOTEL,Hotel,"Tobitakyu 1-1-25, Chofu, 182-0036, Japan",Chofu,35.664144,139.521928,39
968,ApartmentsShin,Apartment,"4-14-8 Kotobuki, Tokyo, Tokyo, 111-0042, Japan",Asakusa,35.709091,139.792999,49
969,RyokanAndon Ryokan,Ryokan,"2-34-10 Nihonzutsumi, Taito-ku, Tokyo, 1110021, Japan",Asakusa,35.728349,139.795536,74
970,MyCUBE by MYSTAYS Asakusa Kuramae,,"2-6-7 Kuramae, Taito, Asakusa, Tokyo, Tokyo-to, 111-0051, Japan",Kuramae,35.703901,139.791743,49
971,ApartmentHappy Train Vintage Room,Apartment,"Tokyo, Tokyo, Japan",Sendagaya,35.682363,139.703892,64
972,HOTEL MID IN KAWASAKI-EKIMAE,Hotel,"2-7-7, Isago, Kawasaki, Kanagawa-ken	, 210-0006, Japan",Kawasaki,35.528495,139.700482,72
973,HostelTurn Table Hostel,Hostel,"10-3 Shinsencho, Shibuya-ku, Tokyo, Tokyo, 150-0045, Japan",Shinsencho,35.655367,139.693098,77
974,ApartmentJR Komagome Apartment 2-1,Apartment,"Tokyo, Tokyo, Japan",Toshima,35.73906,139.747632,36
975,ApartmentsHotel SAILS,Apartment,"Minowa1-2-7, Taito, Tokyo, Tokyo, 110-0011, Japan",Asakusa,35.727501,139.794055,82
976,Toyoko Inn Yokohama Stadium Mae No.2,Hotel,"Yamashitacho 205-3, Naka-ku, Yokohama, Kanagawa, 231-0023, Japan",Yokohama,35.443278,139.641883,59
977,OYO Hotel Urban Stays Asakusa,Hotel,"1,1-8-9 Azumabashi, Tokyo, Tokyo, 130-0001, Japan",Azumabashi,35.708472,139.800861,77
978,HOTEL LiVEMAX Yokohama Motomachi-ekimae,Hotel,"Yamashita-cho 187, Naka-ku, Yokohama, Kanagawa, 231-0023, Japan",Yokohama,35.442915,139.647764,55
979,Four Seasons Hotel Tokyo at Marunouchi,Hotel,"1-11-1 Marunouchi, Chiyoda-ku, Tokyo, Tokyo-to, 100-6277, Japan",Chuo,35.677994,139.767428,515
980,ApartmentShibuya Dogenzaka Apt.,Apartment,"Tokyo, Tokyo, Japan",Dogenzaka,35.659307,139.696652,48
981,LUSSO CROCE URBAN RESORT - Adult Only,Hotel,"1-3-9 Matsukagecho Naka-ku, Yokohama, Kanagawa, 231-0025, Japan",Yokohama,35.43999,139.6411,168
982,Sky Heart Hotel Koiwa,Hotel,"6-11-4 Kita-koiwa Edogawa-ku, Tokyo, Tokyo-to, 133 0051, Japan",Kitakoiwa,35.742676,139.883246,56
983,ApartmentsNestay inn Tokyo Kagurazaka 02 ,Apartment,"315-2 Yamabukicho, Shinjuku-ku, Tokyo, Tokyo, 162-0801, Japan",Shinjuku,35.707401,139.733141,55
984,ApartmentAsakusa Tokyo Japan,Apartment,"Tokyo, Tokyo, Japan",Asakusa,35.711932,139.795208,46
985,Otsuka Town Hotel 24,Hotel,"2-9-1, Kita-Otsuka, Tokyo, Tokyo, 170-0004, Japan",Kitaotsuka,35.733838,139.726814,72
986,Haru Hotel,Hotel,"2-11-7 Hyakunincho, Shinjuku-ku, Tokyo, Tokyo-to, 169-0073, Japan",Hyakunincho,35.702124,139.698798,59
987,HOTEL AN SHINJUKU Kabukicho - Adults Only,Hotel,"2-7-5 Kabukicho, Shinjuku-ku, Tokyo, 160-0021, Japan",Shinjuku,35.695609,139.705684,110
988,Hotel Aperto- Adults Only,Hotel,"1-16-7, Kitaotsuka, Tokyo, Tokyo, 170-0004, Japan",Toshima,35.731797,139.7299,92
989,Mielparque Yokohama Hotel,Hotel,"16, Yamashitacho, Naka-ku, Yokohama, Kanagawa-ken, 231-0023, Japan",Yokohama,35.443295,139.651294,60
990,RyokanRyokan Sansuiso,Ryokan,"2-9-5 Higashi Gotanda, Tokyo, Tokyo, 141-0022, Japan",Higashigotanda,35.62453,139.72645,64
991,Start One Home Torigoe 101,Hotel,"1-20-9 Torigoe, Taito, Tokyo, Tokyo, 111-0054, Japan",Taito,35.70303,139.782347,23
992,JR-EAST HOTEL METS YOKOHAMA TSURUMI,Hotel,"1-31-2 Chuo, TsurumiChuo, Tsurumiku, Yokohama, Kanagawa, 2300051, Japan",Yokohama,35.507463,139.676701,49
993,AI HOTEL Keikyu Kamata,Hotel,"3-15-12 Kamata, Ota, Tokyo, Tokyo, 144-0052, Japan",Kamata,35.562767,139.724038,103
994,Galois Hotel Shin-Ōkubo,Hotel,"2-4-9 Hyakunincho, Shinjuku-ku, Tokyo, Tokyo, 169-0073, Japan",Hyakunincho,35.702491,139.699858,112
995,Apartmentseos HOTEL Ikebukuro,Apartment,"2-chome 4-3 Kamiikebukuro, Toshima, Tokyo, Tokyo, 170-0012, Japan",Toshima,35.735026,139.715956,19
996,ApartmentEdo Fukagawa 1A,Apartment,"Tokyo, Tokyo, Japan",Kiyosumi-Shirakawa,35.685494,139.80013,39
997,ApartmentNestay inn Tokyo Otsuka 402,Apartment,"Tokyo, Tokyo, Japan",Minamiotsuka,35.727688,139.728505,47
998,Hotel Linden Oji,Hotel,"1-2-1 Kishimachi, Tokyo, Tokyo, 114-0021, Japan",Kita,35.753417,139.736619,55
999,RyokanRyokan Sansuiso,Ryokan,"2-9-5 Higashi Gotanda, Tokyo, Tokyo, 141-0022, Japan",Higashigotanda,35.62453,139.72645,64
1000,Start One Home Torigoe 101,Hotel,"1-20-9 Torigoe, Taito, Tokyo, Tokyo, 111-0054, Japan",Taito,35.70303,139.782347,23
1001,JR-EAST HOTEL METS YOKOHAMA TSURUMI,Hotel,"1-31-2 Chuo, TsurumiChuo, Tsurumiku, Yokohama, Kanagawa, 2300051, Japan",Yokohama,35.507463,139.676701,49
1002,AI HOTEL Keikyu Kamata,Hotel,"3-15-12 Kamata, Ota, Tokyo, Tokyo, 144-0052, Japan",Kamata,35.562767,139.724038,103
1003,Galois Hotel Shin-Ōkubo,Hotel,"2-4-9 Hyakunincho, Shinjuku-ku, Tokyo, Tokyo, 169-0073, Japan",Hyakunincho,35.702491,139.699858,112
1004,Apartmentseos HOTEL Ikebukuro,Apartment,"2-chome 4-3 Kamiikebukuro, Toshima, Tokyo, Tokyo, 170-0012, Japan",Toshima,35.735026,139.715956,19
1005,ApartmentEdo Fukagawa 1A,Apartment,"Tokyo, Tokyo, Japan",Kiyosumi-Shirakawa,35.685494,139.80013,39
1006,ApartmentNestay inn Tokyo Otsuka 402,Apartment,"Tokyo, Tokyo, Japan",Minamiotsuka,35.727688,139.728505,47
1007,Hotel Linden Oji,Hotel,"1-2-1 Kishimachi, Tokyo, Tokyo, 114-0021, Japan",Kita,35.753417,139.736619,55
1008,ApartmentsSOLA HOTEL,Apartment,"5-5-6, narihira, Tokyo, tokyo, 1300002, Japan",Sumida,35.7075,139.817,170
1009,Toyoko Inn Tokyo Kamata Higashi-guchi,Hotel,"5-18-4, Kamata Ota-ku, Tokyo, Tokyo, 144-0052, Japan",Kamata,35.56276,139.718223,73
1010,ApartmentNishishinjuku Colorbee Apart Big Balcony,Apartment,"Tokyo, Tokyo, Japan",Honmachi,35.685834,139.679248,51
1011,HostelSakura Hotel Jimbocho,Hostel,"2-21-4 Kanda Jimbocho Chiyoda-ku, Tokyo, Tokyo-to, 101-0051, Japan",Chiyoda,35.69487,139.75645,48
1012,Apartmentseos HOTEL Higashi Ueno,Apartment,"1-18-7 Higashiueno, Taito, Tokyo, Tokyo, 110-0015, Japan",Higashiueno,35.708577,139.777503,15
1013,APA Hotel Chiba-Yachiyo-Midorigaoka,Hotel,"1-2-30 Midorigaoka, Yachiyo, Chiba-ken, 276-0049, Japan",Yachiyo,35.729633,140.074487,35
1014,hotel MONday Apart Daimon,Hotel,"1-10-4 Shibadaimon, Minatoku, Tokyo, Tokyo, 105-0012, Japan",Shibadaimon,35.659267,139.753745,94
1015,Hotel Parman,Hotel,"26 Sakaecho, Chuo-ku, Chiba, Chiba, 260-0016, Japan",Chiba,35.613389,140.121416,48
1016,ApartmentYoyogi Apartment 2-301 ,Apartment,"Tokyo, Tokyo, Japan",Yoyogi,35.682066,139.698606,32
1017,ApartmentYoyogi Apartment 2-401 ,Apartment,"Tokyo, Tokyo, Japan",Yoyogi,35.682066,139.698606,32
1018,Albida Hotel Aoyama - Caters to Women,Hotel,"3-1-5 Minami-Aoyama, Tokyo, Tokyo, 107-0062, Japan",Harajuku,35.668577,139.716683,180
1019,APA Hotel Nishikawaguchieki-Higashiguchi,Hotel,"3-18-5 Namiki, Kawaguchi, Saitama-ken, 332-0034, Japan",Kawaguchi,35.818624,139.702178,46
1020,do-c Ebisu,,"1-8-1 Ebisu, Shibuya-ku, Tokyo, 150-0013, Japan",Ebisu,35.64731,139.7101,37
1021,ApartmentNestay inn Tokyo Otsuka 403,Apartment,"Tokyo, Tokyo, Japan",Minamiotsuka,35.72771,139.728496,47
1022,ARTIST HOTEL - BnA HOTEL Koenji,Hotel,"2-4-7 Koenjikita, Suginami, Tokyo, Japan",Koenjikita,35.706138,139.650495,125
1023,ApartmentNestay inn Tokyo Otsuka 101,Apartment,"Tokyo, Tokyo, Japan",Minamiotsuka,35.727745,139.728485,50
1024,ApartmentNestay inn Tokyo Otsuka 102,Apartment,"Tokyo, Tokyo, Japan",Minamiotsuka,35.727688,139.728505,50
1025,Toyoko Inn Tsukuba Express Yashio-eki Kita-guchi,Hotel,"1-3-7, Oze, Yashio, Saitama, 340-0822, Japan",Yashio,35.807354,139.842789,61
1026,ApartmentNestay inn Tokyo Otsuka 202,Apartment,"Tokyo, Tokyo, Japan",Minamiotsuka,35.727688,139.728505,50
1027,Palace Hotel Omiya,Hotel,"1-7-5 Sakuragicho, Omiya-ku, Saitama, Saitama, 330-0854, Japan",Saitama,35.905361,139.620294,160
1028,Guest houseFamily Inn Saiko,Guest House,"2-34-16 Nagasaki, Toshima, Tokyo, Tokyo-to, 171-0051, Japan",Toshima,35.73069,139.690813,92
1029,ApartmentNestay inn Tokyo Otsuka 302,Apartment,"Tokyo, Tokyo, Japan",Minamiotsuka,35.727688,139.728505,47
1030,Guest houseHaneda Homestay,Guest House,"3-15-5 Haginaka, Tokyo, Tokyo, 144-0047, Japan",Haginaka,35.551579,139.735605,38
1031,ApartmentsYoshida,Apartment,"2-12-3, Minaminagasaki, Tokyo, Tokyo, 171-0052, Japan",Minaminagasaki,35.725061,139.691171,27
1032,HomeASAKUSA -CHAKA-,Vacation home Condo,"Tokyo, Tokyo, Japan",Asakusa,35.717177,139.798568,47
1033,ApartmentsKagurazaka Retro na Hotel,Apartment,"4-1-3, Kagurazaka, Tokyo, Tokyo, 162-0825, Japan",Kagurazaka,35.70184,139.73996,67
1034,ApartmentJR Station Apartment 1F ,Apartment,"Tokyo, Tokyo, Japan",Taito,35.725269,139.782631,41
1035,Hotel Siena,Hotel,"2-22-1 Kabukicho, Tokyo, Tokyo-to, 160-0021, Japan",Shinjuku,35.695824,139.704296,54
1036,Shinkoiwa Park Hotel,Hotel,"1-1-3 Higshi Shinkoiwa, Katsushika-ku, Tokyo, Tokyo, 124-0023, Japan",Nishishinkoiwa,35.718142,139.85842,46
1037,ApartmentMinowa Tokyo Japan ,Apartment,"Tokyo, Tokyo, Japan",Minamisenju,35.730356,139.792859,38
1038,Toyoko Inn Tokyo Nihombashi Mitsukoshi Mae A4,Hotel,"11-12, Nihombashi kobuna-cho Chuo-ku, Tokyo, Tokyo, 103-0024, Japan",Nihonbashi,35.687111,139.778723,70
1039,R&B Hotel Otsuka-eki Kita-guchi,Hotel,"2-14-2 Kita-Otsuka, Toshima-ku, Tokyo, Tokyo-to, 170-0004, Japan",Kitaotsuka,35.732124,139.729129,66
1040,Start One Home Torigoe 202,Hotel,"1-20-9 Torigoe, Taito-ku, Tokyo, Tokyo, 111-0054, Japan",Taito,35.703026,139.782353,23
1041,ApartmentsSTYLEWOOD SANGENJYAYA,Apartment,"2-31-5 Sangenjaya, Setagaya, Tokyo, Tokyo, 154-0024, Japan",Sangenjaya,35.641254,139.66524,34
1042,Fuchu Urban Hotel Annex ,Hotel,"1-11-1 Miyanishicho, Fuchu, Tokyo, 183-0022, Japan",Fuchu,35.672155,139.478128,54
1043,ApartmentSquare Shibuya 1,Apartment,"Tokyo, Tokyo, Japan",Dogenzaka,35.65916,139.69571,45
1044,HostelUNO Ueno - Hostel,Hostel,"1-23-7 Higashi-Ueno, Taito-ku, Tokyo, Tokyo, 110-0015, Japan",Higashiueno,35.708792,139.779174,24
1045,HostelOak Hostel Sakura,Hostel,"Narihira 4-6-9, Sumida-ku, Tokyo, 130-0002, Japan",Sumida,35.707609,139.815197,33
1046,HostelUNPLAN Shinjuku – Hostel,Hostel,"5-3-15 Shinjuku, Tokyo, Tokyo, 160-0022, Japan",Shinjuku,35.693134,139.710868,43
1047,ApartmentsHotel Little Bird Oku-asakusa,Apartment,"5-14-4, Asakusa, Tokyo, Tokyo, 111-0032, Japan",Asakusa,35.72115,139.79488,88
1048,Hotel Corest – Adults Only,Hotel,"nihonbashikakikaracho, 1-26- 8, Tokyo, TOKYO, 103-0014, Japan",Nihonbashiningyocho,35.6824,139.784,213
1049,Toyoko Inn Sodegaura-eki Kita-guchi,Hotel,"1-39-6 Sodegaura-Ekimae, Sodegaura, Chiba, 299-0269, Japan",Sodegaura,35.440667,139.977189,57
1050,Condo HotelYMK Oshiage 202,Apart-hotel,"Tokyo, Tokyo, Japan",Oshiage,35.710162,139.813007,30
1051,ApartmentJR Komagome Apartment4-1,Apartment,"Tokyo, Tokyo, Japan",Toshima,35.73906,139.747632,49
1052,Hotel Edoya,Hotel,"3-20-3 Yushima, Bunkyo, Tokyo, Tokyo, 1130034, Japan",Yushima,35.70486,139.767805,103
1053,HostelHOTEL EMIT UENO,Hostel,"4-1-1 Higashi Ueno, Taito ku, Tokyo, Tokyo-to, 1100015, Japan",Higashiueno,35.711913,139.780652,58
1054,R&B Hotel Higashi Nihonbashi,Hotel,"2-15-6 Higashi-Nihonbashi, Chuo-ku, Tokyo, Tokyo-to, 103-0004, Japan",Higashinihonbashi,35.693941,139.785233,62
1055,Urawa Washington Hotel,Hotel,"2-1-19 Takasago, Urawa, Saitama, Saitama-ken, 330-0063, Japan",Saitama,35.857062,139.654208,70
1056,Akihabara Nakagawa Inn,Hotel,"5-3-7 Ueno, Tokyo, Tokyo, 1100005, Japan","Ueno, Tokyo (prefecture), Japan",35.7029,139.774,153
1057,ApartmentsRakuHaku inn Tokyo,Apartment,"2-8-15 Shinkoiwa, Katsuhika, Tokyo, Tokyo, 124-0024, Japan",Shinkoiwa,35.716311,139.86088,67
1058,Guest houseTokyo Kamakura House,Guest House,"4-28-7 Kamakura, Katsushika, Tokyo, Tokyo, 125-0053, Japan",Katsushika,35.745205,139.882026,43
1059,HOTEL LiVEMAX Chofu-Ekimae,Hotel,"4-2-6 Fuda, Chofu, Tokyo-to, 182-0024, Japan",Chofu,35.651006,139.544679,47
1060,Toyoko Inn JR Kawaguchi-eki Nishi-guchi,Hotel,"2-7-22 Kawaguchi, Kawaguchi, Saitama, 332-0015, Japan",Kawaguchi,35.79929,139.7174,60
1061,ApartmentAtelier Tokyo,Apartment,"Tokyo, Tokyo, Japan",Nakano,35.705618,139.683345,77
